Record_ID,Date,Exporter_ID,State,Industry,MSME_Udyam,Manufacturing_Capacity_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_Terms,Prompt_Response_Score,Hiring_Signal,LinkedIn_Activity,SalesNav_ProfileViews,SalesNav_JobChange,Intent_Score,Shipment_Value_USD,Quantity_Tons,Tariff_Impact,StockMarket_Impact,War_Risk,Natural_Calamity_Risk,Currency_Shift,Converted,Impact_Score
6099,2022-12-07,EXP_4678,Gujarat,Electronics,,2540.0,43831051,1064,,1,0.19,0,9911,5894,0,0.18,689546.0,2675.0,0.17,0.22,0,1,-0.38,0,-0.38
6100,2022-06-11,EXP_3111,Rajasthan,IT Software,,3694.0,12348020,314,,1,0.79,0,4245,11514,0,0.97,333286.0,1669.0,-0.47,0.15,0,0,-0.89,0,-0.89
6101,2022-04-16,EXP_8180,Tamil Nadu,IT Software,1.0,4844.0,4852536,794,SOC2,1,0.23,0,1858,14058,1,0.32,131657.0,1071.0,0.12,0.44,1,1,0.6,0,0.6
6102,2024-11-24,EXP_5329,Haryana,Solar,1.0,,8901253,1949,TUV,0,0.3,1,17330,6201,0,0.65,443293.0,4386.0,-0.9,0.4,0,0,-0.84,0,-0.84
6103,2025-01-08,EXP_5850,Maharashtra,IT Software,,,14948071,1112,SOC2,0,0.12,0,65,3236,0,0.76,443293.0,3029.0,0.98,0.29,1,0,0.52,0,0.52
6104,2023-06-12,EXP_7410,Rajasthan,Electronics,0.0,6728.0,41662933,1239,ISO9001,1,0.37,0,8656,12941,0,0.29,443293.0,498.0,0.89,0.06,1,0,-0.15,0,-0.15
6105,2021-06-02,EXP_5685,Maharashtra,Electronics,,,70586936,236,,1,0.35,0,10177,5308,0,0.25,443293.0,548.0,0.55,-0.42,1,0,-0.14,0,-0.14
6106,2024-05-30,EXP_2917,Delhi,IT Software,,4415.0,46075636,1491,SOC2,0,0.66,0,10251,6098,1,0.22,633198.0,951.0,0.75,-0.23,0,0,-0.77,0,-0.77
6107,2024-01-30,EXP_6972,Delhi,Pharmaceuticals,0.0,,52302070,1575,WHO-GMP,1,0.97,1,10501,14370,1,0.39,443293.0,1370.0,0.95,0.27,0,1,0.21,0,0.21
6108,2021-03-13,EXP_8587,Gujarat,Medical Devices,1.0,,27015330,201,,1,0.49,1,9077,10244,1,0.38,443293.0,3486.0,-0.62,-0.36,0,0,0.82,0,0.82
6109,2021-11-17,EXP_3418,Haryana,Pharmaceuticals,0.0,4761.0,37884578,1086,FDA,0,0.28,0,1960,7224,1,0.11,741004.0,3593.0,0.93,0.47,0,1,0.16,0,0.16
6110,2024-12-02,EXP_5506,Rajasthan,Pharmaceuticals,,,11414792,1347,WHO-GMP,1,0.34,1,1493,10164,0,0.78,443293.0,738.0,-0.63,0.97,0,0,0.9,0,0.9
6111,2023-01-17,EXP_5150,Punjab,Textiles,1.0,,26857784,571,,0,0.88,0,878,3619,0,0.75,443293.0,1234.0,0.57,-0.79,1,0,-0.2,1,-0.2
6112,2024-07-14,EXP_4381,Punjab,Pharmaceuticals,1.0,7593.0,17236992,1310,WHO-GMP,0,0.15,1,3090,2117,0,0.22,868623.0700000001,4084.0,0.17,-0.73,1,0,0.27,0,0.27
6113,2024-06-28,EXP_8770,Gujarat,Solar,0.0,3532.0,64597992,1197,UL,1,0.9,0,7224,1837,1,0.4,443293.0,1809.0,-0.18,0.91,0,1,-0.77,0,-0.77
6114,2023-01-17,EXP_8988,Karnataka,IT Software,1.0,3288.0,40541451,1638,ISO27001,0,0.16,0,18402,12927,1,0.78,443293.0,4329.0,-0.71,-0.97,0,1,-0.84,0,-0.84
6115,2022-07-31,EXP_3322,Rajasthan,Auto Parts,0.0,,78923306,330,ISO9001,1,0.09,1,22024,2858,1,0.52,443293.0,2883.0,0.05,-0.89,1,0,0.13,0,0.13
6116,2021-11-20,EXP_7189,Telangana,Auto Parts,0.0,7475.0,46970657,797,ISO9001,0,0.79,0,11362,5924,0,0.79,684946.0,3687.0,-0.74,0.7,0,0,-0.24,1,-0.24
6117,2023-01-08,EXP_6259,Gujarat,Chemicals,,370.0,17390139,1219,RoHS,1,0.6,1,21185,4378,1,0.03,443293.0,3902.0,-0.28,-0.68,1,1,0.6,1,0.6
6118,2024-01-25,EXP_9964,Punjab,Solar,,,41639237,592,TUV,0,0.11,1,5576,8167,0,0.77,443293.0,1659.0,0.58,0.63,1,1,0.46,1,0.46
6119,2023-12-02,EXP_2302,Telangana,Pharmaceuticals,,,18782068,1678,EU-GMP,0,0.82,0,143,12867,0,0.71,391110.0,89.0,-0.92,-0.72,1,0,0.73,1,0.73
6120,2022-11-20,EXP_4931,Delhi,IT Software,1.0,8179.0,11477909,30,,0,0.5,0,21634,11162,0,0.48,706370.0,1708.0,-0.7,-0.73,0,0,0.5,0,0.5
6121,2022-06-05,EXP_3967,Karnataka,Auto Parts,1.0,,45050728,863,,1,0.07,0,8500,4262,0,0.69,180989.0,1180.0,0.57,-0.34,0,0,0.11,1,0.11
6122,2024-09-21,EXP_1265,Delhi,Engineering,0.0,,42323051,1164,CE,1,0.48,1,2684,6163,1,0.42,381120.0,3799.0,0.19,-0.97,0,0,-0.04,0,-0.04
6123,2022-09-21,EXP_5585,Delhi,Solar,0.0,,512841,675,UL,1,0.2,0,13410,5121,0,0.19,443293.0,4952.0,-0.44,0.49,1,0,0.05,0,0.05
6124,2021-06-03,EXP_3080,Delhi,Solar,0.0,5793.0,46387351,342,TUV,0,0.86,0,20452,5930,0,0.79,624361.0,2616.0,-0.76,-0.05,0,1,0.46,1,0.46
6125,2022-12-18,EXP_8756,Gujarat,Electronics,,8937.0,54763047,864,,1,0.89,1,13628,5477,1,0.72,443293.0,1492.0,0.16,0.7,1,0,-0.95,0,-0.95
6126,2024-01-03,EXP_4759,Telangana,Electronics,1.0,,36852539,138,ISO9001,1,0.83,1,18680,11644,1,0.45,443293.0,308.0,0.78,0.32,0,0,-0.8,0,-0.8
6127,2024-08-19,EXP_3183,Tamil Nadu,Pharmaceuticals,,,9196337,1958,FDA,1,0.31,0,5288,11725,0,0.2,849926.0,3326.0,-0.18,-0.79,1,1,-0.3,0,-0.3
6128,2024-03-02,EXP_2651,Delhi,Pharmaceuticals,0.0,1979.0,40332735,1905,,1,0.51,0,5978,10578,1,0.66,443293.0,4295.0,0.48,0.7,1,1,0.33,1,0.33
6129,2021-01-12,EXP_7061,Haryana,Pharmaceuticals,0.0,,36774214,1877,EU-GMP,1,0.3,0,13138,3388,0,0.94,443293.0,2153.0,-0.75,0.26,1,1,0.76,0,0.76
6130,2024-10-11,EXP_9512,Delhi,Chemicals,1.0,7959.0,23212090,711,RoHS,0,0.4,1,19018,1375,0,0.99,768793.0,1636.0,0.37,-0.26,1,0,0.4,0,0.4
6131,2023-03-11,EXP_4184,Haryana,Machinery,,3365.0,28623143,800,ISO9001,0,0.76,1,6490,536,1,0.75,443293.0,1081.0,-0.01,-0.05,1,0,-0.54,0,-0.54
6132,2021-02-22,EXP_5498,Gujarat,Textiles,,3315.0,28818325,36,,1,0.14,0,8908,12441,1,0.52,443293.0,800.0,0.79,0.5,1,0,0.98,0,0.98
6133,2024-08-23,EXP_7197,Tamil Nadu,Chemicals,0.0,4198.0,5407757,1881,,0,0.96,0,7403,14326,1,0.47,443293.0,484.0,0.13,0.65,1,0,-0.92,0,-0.92
6134,2024-12-14,EXP_1852,Tamil Nadu,Pharmaceuticals,0.0,2063.0,12239901,465,WHO-GMP,1,0.63,0,18176,10726,0,0.2,443293.0,1803.0,0.91,-0.86,1,0,0.27,0,0.27
6135,2024-04-24,EXP_4376,Delhi,Chemicals,1.0,480.0,53042010,881,RoHS,0,0.24,1,7532,11816,1,0.11,241799.0,2338.0,0.91,-0.15,1,1,-0.98,0,-0.98
6136,2022-08-05,EXP_2453,Tamil Nadu,Pharmaceuticals,0.0,569.0,76333010,1213,EU-GMP,0,0.94,1,8201,3396,0,0.24,215720.0,910.0,-0.33,0.25,0,0,0.45,0,0.45
6137,2022-12-19,EXP_7874,Rajasthan,Medical Devices,0.0,,61064380,818,ISO9001,1,0.87,0,3900,2722,0,0.74,443293.0,1922.0,-0.33,-0.9,0,0,-0.16,0,-0.16
6138,2023-06-10,EXP_5982,Punjab,Electronics,,3929.0,7975257,1408,ISO9001,1,0.92,1,13665,5312,1,0.64,689420.0,717.0,-0.1,-0.13,0,1,0.34,1,0.34
6139,2022-03-16,EXP_5010,Telangana,Auto Parts,1.0,,78956484,1064,ISO9001,1,0.47,1,3255,8449,0,0.67,629673.0,4277.0,-0.74,0.1,0,0,-0.45,0,-0.45
6140,2023-07-21,EXP_3852,Rajasthan,Medical Devices,0.0,5822.0,24927003,694,ISO9001,0,0.61,0,22172,8530,1,0.71,443293.0,1133.0,0.51,-0.8,0,1,0.62,0,0.62
6141,2021-08-04,EXP_7672,Rajasthan,Medical Devices,0.0,,53579766,27,,1,0.91,0,3892,3926,1,0.94,443293.0,1254.0,0.82,-0.93,1,0,-0.91,0,-0.91
6142,2024-09-24,EXP_7302,Karnataka,Machinery,1.0,,55630758,1525,ISO9001,1,0.23,0,8608,6555,0,0.61,511093.0,143.0,-0.18,-0.22,0,1,-0.13,0,-0.13
6143,2024-01-21,EXP_7896,Haryana,Electronics,1.0,,25978535,1780,ISO9001,0,0.36,0,11738,10046,1,0.64,443293.0,990.0,0.92,0.69,0,0,-0.6,0,-0.6
6144,2021-03-02,EXP_5667,Haryana,Solar,0.0,4085.0,60276226,243,IEC,0,0.12,1,1064,8860,1,0.6,443293.0,604.0,-0.42,-0.38,1,1,0.69,0,0.69
6145,2021-08-09,EXP_7012,Telangana,Solar,,1245.0,4241449,750,,1,0.32,1,13574,1835,1,0.12,591979.0,1120.0,-0.25,-0.41,0,1,-0.3,0,-0.3
6146,2021-10-11,EXP_4629,Telangana,Engineering,0.0,1464.0,1086482,1741,,0,0.48,0,10803,7925,0,0.77,443293.0,2257.0,-0.56,0.88,1,0,-0.85,0,-0.85
6147,2023-02-23,EXP_2721,Haryana,Textiles,,,1132248,1043,,1,0.79,0,20090,7303,1,0.13,443293.0,942.0,0.09,0.76,1,0,-0.68,0,-0.68
6148,2022-11-07,EXP_1100,Telangana,Auto Parts,0.0,,67705783,1720,,0,0.64,1,3713,223,0,0.24,443293.0,3317.0,0.4,0.84,1,0,0.43,0,0.43
6149,2024-01-27,EXP_5350,Rajasthan,Machinery,,3479.0,70498445,1802,ISO9001,0,0.22,1,15404,6880,1,0.13,443293.0,1018.0,0.56,0.93,1,1,-0.24,0,-0.24
6150,2022-09-01,EXP_2980,Telangana,Chemicals,0.0,,55721664,1399,,0,0.82,0,4817,5230,1,0.2,443293.0,1591.0,-0.28,-0.38,0,1,-0.08,0,-0.08
6151,2024-11-16,EXP_1868,Telangana,IT Software,0.0,2863.0,79854123,1461,SOC2,0,0.42,0,14613,13650,0,0.57,34370.0,2075.0,0.69,-0.33,1,1,0.33,0,0.33
6152,2023-02-24,EXP_2511,Maharashtra,Electronics,0.0,,6202822,1369,ISO9001,1,0.66,1,13991,12714,0,0.71,443293.0,391.0,-0.61,-0.75,0,1,0.93,0,0.93
6153,2022-05-18,EXP_5577,Punjab,Machinery,0.0,7255.0,71382946,505,,0,0.86,1,24789,1707,1,0.46,443293.0,1385.0,0.2,0.31,1,1,0.63,0,0.63
6154,2022-12-11,EXP_9492,Karnataka,Medical Devices,,4275.0,62856733,1770,,0,0.53,1,5781,12744,1,0.02,696780.0,3553.0,0.58,-0.96,0,0,0.47,0,0.47
6155,2023-12-07,EXP_5590,Gujarat,IT Software,0.0,916.0,69769290,1022,SOC2,0,0.11,1,90,3745,0,0.2,443293.0,2115.0,-0.7,-0.19,0,1,-0.48,0,-0.48
6156,2023-02-07,EXP_2337,Punjab,Machinery,1.0,,39712759,332,,0,0.67,1,23838,11985,0,0.74,530675.0,1882.0,-0.29,-0.43,1,0,-0.14,0,-0.14
6157,2021-02-15,EXP_5093,Gujarat,Medical Devices,1.0,,3105622,1818,ISO9001,0,0.41,0,15959,13797,1,0.72,443293.0,4456.0,-0.16,-0.62,0,0,-0.75,0,-0.75
6158,2022-08-24,EXP_4636,Haryana,Pharmaceuticals,1.0,,35219027,1216,FDA,0,0.9,0,12383,2010,0,0.92,443293.0,3458.0,0.8,-0.83,1,1,-0.07,0,-0.07
6159,2022-04-12,EXP_4768,Haryana,Pharmaceuticals,0.0,,65789356,102,FDA,1,0.23,1,6696,14571,0,0.67,443293.0,921.0,0.65,0.91,0,1,0.61,0,0.61
6160,2023-05-13,EXP_7881,Gujarat,Medical Devices,0.0,,9317234,1263,,1,0.03,1,6456,10518,1,0.32,700574.0,1273.0,0.45,-0.89,0,1,0.11,0,0.11
6161,2024-10-01,EXP_6630,Punjab,Medical Devices,,,45674051,1725,ISO9001,1,0.95,1,9401,11954,0,0.39,191826.0,1326.0,-0.08,0.21,0,1,0.29,0,0.29
6162,2023-04-18,EXP_2478,Tamil Nadu,Engineering,1.0,,68084747,387,CE,1,0.05,0,10091,5381,0,0.34,443293.0,4676.0,-0.43,0.49,1,1,0.69,1,0.69
6163,2023-02-13,EXP_3802,Karnataka,Auto Parts,1.0,,72061362,112,,1,0.83,0,23306,5021,0,0.21,443293.0,2885.0,-0.73,-0.11,1,0,-0.49,1,-0.49
6164,2024-04-19,EXP_9720,Delhi,Machinery,,,30518954,144,,0,0.4,1,1173,338,1,0.38,443293.0,4500.0,0.65,0.64,1,1,-0.6,0,-0.6
6165,2022-02-04,EXP_1460,Maharashtra,Chemicals,1.0,6441.0,46360533,133,REACH,0,0.96,0,14922,8760,1,0.42,216667.0,4710.0,-0.21,-0.42,1,0,-0.57,0,-0.57
6166,2024-01-01,EXP_9458,Rajasthan,Auto Parts,,,10906831,767,ISO9001,0,0.25,1,14001,5484,1,0.96,443293.0,4066.0,-0.4,-0.97,0,1,0.91,0,0.91
6167,2024-12-14,EXP_6217,Haryana,IT Software,,7695.0,57985356,394,,1,0.28,0,7223,1428,1,0.98,443293.0,3461.0,0.08,0.79,0,1,-0.71,0,-0.71
6168,2024-08-18,EXP_2463,Haryana,Machinery,,7881.0,10961309,1181,,1,0.49,0,14245,14932,1,0.92,443293.0,54.99000000000001,0.76,-0.31,0,1,0.73,0,0.73
6169,2024-06-14,EXP_5593,Punjab,Solar,0.0,7445.0,69354710,215,,0,0.41,0,16703,13790,0,0.35,443293.0,4034.0,-0.29,-0.54,1,0,0.98,0,0.98
6170,2024-11-19,EXP_5365,Tamil Nadu,Auto Parts,1.0,7250.0,10364487,1602,ISO9001,1,0.62,0,4520,11478,1,0.82,560091.0,1892.0,0.51,-0.13,1,0,0.34,1,0.34
6171,2022-07-20,EXP_6591,Rajasthan,Machinery,0.0,7988.0,53615843,1625,,1,0.75,0,4309,6340,1,0.43,498164.0,3148.0,-0.66,0.53,1,0,-0.11,0,-0.11
6172,2022-06-27,EXP_8604,Rajasthan,Auto Parts,0.0,3201.0,56577406,1942,,0,0.81,0,19645,10020,0,0.58,345454.0,4375.0,0.18,0.33,0,0,-0.01,0,-0.01
6173,2023-06-02,EXP_5146,Haryana,Textiles,1.0,,34533034,1618,,0,0.24,0,4492,3843,1,0.99,708360.0,2643.0,-0.98,-0.69,0,0,0.98,0,0.98
6174,2021-05-24,EXP_8918,Punjab,Solar,1.0,3404.0,22902025,55,,0,0.07,1,6705,2234,0,0.97,443293.0,2384.0,0.16,-0.94,1,0,0.82,0,0.82
6175,2023-04-10,EXP_2583,Delhi,Auto Parts,0.0,3589.0,25123242,714,,0,0.33,0,24816,7130,0,0.43,199012.0,709.0,-0.73,0.51,0,1,-0.65,0,-0.65
6176,2021-10-23,EXP_6526,Karnataka,Auto Parts,1.0,1804.0,49252773,1472,,0,0.66,1,5769,14963,1,0.54,251134.0,3801.0,0.73,0.47,0,1,-0.41,0,-0.41
6177,2024-12-14,EXP_9173,Rajasthan,Solar,0.0,,74396397,218,UL,0,0.65,1,2331,3649,0,0.68,443293.0,1059.0,-0.48,-0.21,0,1,0.2,0,0.2
6178,2024-03-06,EXP_6704,Gujarat,Engineering,1.0,5654.0,38260319,888,CE,0,0.56,0,2944,5237,0,0.58,443293.0,4028.0,0.89,-0.16,1,1,0.29,0,0.29
6179,2023-02-04,EXP_7915,Delhi,Chemicals,0.0,,20241782,76,ISO14001,1,0.89,1,9382,9576,0,0.76,443293.0,2151.0,-0.19,-0.49,0,0,0.21,1,0.21
6180,2023-02-15,EXP_5856,Haryana,Pharmaceuticals,0.0,3668.0,54307959,1527,FDA,1,0.07,0,7786,8073,1,0.72,443293.0,292.0,0.03,-0.9,0,0,0.98,0,0.98
6181,2023-12-24,EXP_1638,Tamil Nadu,Auto Parts,,,27640473,1728,ISO9001,1,0.86,1,9922,14513,0,0.75,89369.0,971.0,-0.46,0.62,1,1,-0.53,0,-0.53
6182,2022-06-03,EXP_9067,Punjab,Chemicals,1.0,,27588001,1837,REACH,1,0.46,1,18250,3080,1,0.29,697383.0,168.0,0.25,0.13,1,1,0.84,1,0.84
6183,2022-03-05,EXP_2344,Punjab,Auto Parts,,2243.0,2817873,138,,0,0.23,1,10386,8102,0,0.06,536825.0,1325.0,-0.9,0.59,0,0,-0.57,0,-0.57
6184,2021-07-10,EXP_2018,Tamil Nadu,Pharmaceuticals,0.0,,27722941,666,FDA,1,0.88,1,20745,12000,1,0.72,443293.0,4834.0,-0.25,0.11,1,1,0.98,0,0.98
6185,2023-03-15,EXP_1497,Delhi,Engineering,,,45516660,797,,0,0.24,1,20050,11322,0,0.28,443293.0,3395.0,-0.88,-0.52,1,0,0.42,0,0.42
6186,2022-12-02,EXP_1953,Tamil Nadu,Auto Parts,0.0,,54445963,1842,,1,0.28,0,4418,10927,1,0.2,385657.0,2969.0,0.04,0.07,1,1,0.12,0,0.12
6187,2021-08-20,EXP_3802,Gujarat,Chemicals,,,4337470,1682,ISO14001,0,0.36,1,590,1427,1,0.43,443293.0,1668.0,-0.14,0.86,1,1,-0.13,0,-0.13
6188,2021-06-28,EXP_1776,Telangana,Engineering,,,27619385,1970,ISO14001,0,0.37,1,18521,1484,0,0.37,443293.0,1611.0,-0.38,-0.89,0,0,0.14,0,0.14
6189,2024-12-04,EXP_5106,Punjab,Electronics,0.0,,8612593,707,ISO9001,1,0.73,0,13992,10568,0,0.75,203918.0,3386.0,-0.99,0.96,0,1,-0.68,0,-0.68
6190,2022-05-28,EXP_9513,Tamil Nadu,Solar,1.0,,67092868,1308,IEC,1,0.91,0,9011,13779,1,0.0,443293.0,2696.0,0.14,-0.53,1,0,-0.33,0,-0.33
6191,2024-10-17,EXP_4813,Gujarat,Pharmaceuticals,0.0,3057.0,53931723,450,WHO-GMP,0,0.28,1,15096,113,1,0.37,443293.0,4643.0,0.72,-0.02,0,1,0.11,0,0.11
6192,2022-10-09,EXP_7705,Telangana,Engineering,,,77795269,994,ISO14001,1,0.29,1,22708,10996,1,0.93,246105.0,1906.0,0.35,-0.11,1,1,0.66,1,0.66
6193,2023-12-25,EXP_6527,Karnataka,Medical Devices,1.0,,37889171,1202,,0,0.1,1,14960,11993,1,0.11,443293.0,1901.0,-0.31,0.16,1,1,0.0,0,0.0
6194,2023-09-29,EXP_2882,Delhi,Machinery,1.0,,4519344,744,ISO9001,1,0.49,0,14184,2401,0,0.7,443293.0,76.0,0.22,-0.5,1,0,0.89,0,0.89
6195,2021-09-05,EXP_8082,Rajasthan,Pharmaceuticals,,5353.0,64913824,1264,FDA,0,0.29,1,5245,13701,0,0.78,443293.0,2761.0,-0.46,0.91,1,1,0.0,0,0.0
6196,2024-03-19,EXP_2479,Delhi,Solar,1.0,4854.0,57090691,1662,UL,1,0.08,1,14585,13353,0,0.89,444570.0,4150.0,-0.21,0.59,0,1,-0.94,0,-0.94
6197,2021-12-02,EXP_8924,Karnataka,Textiles,,3445.0,54236252,1238,,1,0.04,1,11266,3771,1,0.62,443293.0,3407.0,0.64,0.87,0,1,-0.65,0,-0.65
6198,2024-02-24,EXP_6683,Delhi,Medical Devices,,,11980525,1566,,0,0.42,1,21581,5314,1,0.73,212822.0,3360.0,-0.87,0.96,1,1,-0.41,0,-0.41
6199,2024-06-06,EXP_4622,Gujarat,Machinery,,,1157761,56,,1,0.17,0,14927,2303,0,0.22,443293.0,1480.0,-0.18,0.24,0,1,-0.96,0,-0.96
6200,2023-02-17,EXP_8563,Maharashtra,Textiles,1.0,3886.0,59493653,1284,ISO9001,1,0.88,1,19009,8674,0,0.67,443293.0,1811.0,-0.37,0.85,0,0,0.37,0,0.37
6201,2022-12-08,EXP_8080,Tamil Nadu,Engineering,1.0,,45808393,649,ISO9001,0,0.73,0,2457,4330,0,0.57,555566.0,4952.0,0.17,-0.3,1,0,0.38,0,0.38
6202,2024-04-30,EXP_6178,Rajasthan,Medical Devices,,,9929087,1718,ISO9001,0,0.17,1,3194,5963,1,0.12,443293.0,2886.0,0.96,-0.37,0,1,0.17,0,0.17
6203,2024-11-16,EXP_5160,Karnataka,Engineering,1.0,6413.0,19472212,109,,1,0.58,0,838,7046,1,0.33,443293.0,3937.0,0.97,-0.64,0,0,0.13,0,0.13
6204,2024-07-27,EXP_3539,Maharashtra,Engineering,0.0,2458.0,18428951,110,ISO9001,0,0.27,0,19910,3306,0,0.09,443293.0,1875.0,0.6,0.22,0,0,0.89,0,0.89
6205,2023-02-21,EXP_5093,Telangana,Solar,1.0,,3032984,898,UL,1,0.32,0,1856,648,1,0.19,443293.0,3721.0,-0.98,-0.87,0,0,-0.42,0,-0.42
6206,2024-12-03,EXP_8959,Telangana,Pharmaceuticals,0.0,5937.0,64439864,1893,EU-GMP,0,0.97,0,19228,4727,0,0.15,766334.0,1362.0,0.61,-0.3,1,0,-0.12,0,-0.12
6207,2021-09-16,EXP_7502,Gujarat,Pharmaceuticals,0.0,,62721124,528,EU-GMP,1,0.32,0,17569,6143,0,0.89,443293.0,4538.0,-0.77,-0.49,1,1,-0.03,0,-0.03
6208,2024-02-29,EXP_7388,Delhi,Chemicals,1.0,,70462787,1128,REACH,0,0.94,0,24643,1231,1,0.42,808689.0,4221.0,-0.34,0.9,0,0,-0.28,0,-0.28
6209,2021-05-19,EXP_9570,Telangana,Auto Parts,0.0,,50038825,1223,,0,0.92,1,17020,7206,1,0.63,212230.0,4328.0,0.36,0.35,1,1,0.54,0,0.54
6210,2024-11-05,EXP_8566,Karnataka,Solar,1.0,,17927817,1032,TUV,0,0.26,0,6548,12625,1,0.03,443293.0,3489.0,0.5,-0.74,0,1,-0.17,0,-0.17
6211,2023-02-28,EXP_2326,Telangana,Auto Parts,,2801.0,38516111,1715,ISO9001,1,0.16,0,1857,7649,0,0.8,443293.0,1169.0,0.75,0.13,0,1,0.4,0,0.4
6212,2022-11-19,EXP_3181,Haryana,Chemicals,0.0,2531.0,56646867,1367,RoHS,0,0.44,1,836,8238,0,0.01,468560.0,3724.0,-0.04,0.34,0,0,-0.33,0,-0.33
6213,2021-12-06,EXP_3149,Delhi,Chemicals,1.0,,46051558,165,ISO14001,0,0.79,1,1677,7116,1,0.22,443293.0,84.0,0.93,-0.08,0,0,-0.06,0,-0.06
6214,2024-12-04,EXP_4023,Rajasthan,Pharmaceuticals,1.0,,70735650,448,FDA,1,0.52,0,12018,13428,0,0.42,443293.0,4139.0,0.29,-0.99,0,0,-0.9,0,-0.9
6215,2021-05-11,EXP_7085,Karnataka,Solar,1.0,4348.0,76277031,470,IEC,0,0.09,1,1925,4609,0,0.67,443293.0,832.0,0.55,0.23,0,1,-0.88,1,-0.88
6216,2021-03-28,EXP_3883,Telangana,Electronics,,3243.0,76319472,113,,0,0.98,0,16800,776,0,0.12,443293.0,2855.0,-0.7,0.84,1,1,0.15,0,0.15
6217,2022-07-12,EXP_9597,Karnataka,Chemicals,1.0,2752.0,20799837,743,REACH,1,0.32,1,8526,13509,0,0.69,443293.0,4825.0,-0.83,0.37,1,1,-0.36,0,-0.36
6218,2023-01-30,EXP_6186,Punjab,Solar,,6071.0,1682394,225,UL,0,0.73,0,18887,13404,0,0.93,443293.0,706.0,-0.44,-0.93,1,1,-0.76,0,-0.76
6219,2023-04-30,EXP_6049,Tamil Nadu,Textiles,,5851.0,23692462,1043,,1,0.59,1,16109,3078,1,0.98,577447.0,924.0,-0.98,-0.59,1,0,0.17,1,0.17
6220,2021-06-04,EXP_5613,Rajasthan,Electronics,,5261.0,19914400,1584,ISO9001,1,0.87,0,1801,1997,1,0.49,443293.0,627.0,-0.91,-0.72,1,0,0.26,0,0.26
6221,2021-08-17,EXP_6307,Delhi,Pharmaceuticals,0.0,,23522637,1378,,1,0.7,0,17615,2603,0,0.65,443293.0,2107.0,-0.61,-0.68,0,0,-0.18,0,-0.18
6222,2024-03-29,EXP_4476,Punjab,Machinery,0.0,7539.0,13941419,1501,ISO9001,0,0.46,0,13119,7569,0,0.21,443293.0,780.0,0.14,-0.73,1,0,0.95,0,0.95
6223,2023-04-09,EXP_8101,Karnataka,Medical Devices,,2428.0,14763911,1616,ISO9001,0,0.04,1,16109,12455,1,0.56,530046.0,2273.0,-0.19,0.03,0,0,-0.96,0,-0.96
6224,2024-06-27,EXP_4163,Telangana,Chemicals,0.0,,27936521,546,REACH,1,0.48,0,1423,2109,1,0.44,443293.0,1261.0,0.21,-0.07,0,0,0.86,0,0.86
6225,2024-01-15,EXP_8287,Haryana,Medical Devices,1.0,5277.0,30604697,51,,0,0.92,1,13887,10201,0,0.36,443293.0,2989.0,0.82,0.53,1,1,-0.82,0,-0.82
6226,2024-03-30,EXP_5634,Gujarat,Solar,0.0,3979.0,5557419,939,,1,0.43,1,10710,6626,0,0.01,472115.0,1922.0,0.39,-0.74,1,1,0.63,0,0.63
6227,2024-09-23,EXP_4662,Rajasthan,Auto Parts,,1599.0,71070170,760,ISO9001,1,0.18,0,1452,9106,1,0.09,443293.0,2664.0,-0.48,-0.62,1,1,-0.48,0,-0.48
6228,2023-12-08,EXP_2900,Maharashtra,Auto Parts,,6452.0,36228879,1098,,0,0.36,1,10427,8713,1,0.57,45856.0,2589.0,-0.59,0.26,0,1,-0.32,0,-0.32
6229,2025-01-28,EXP_8144,Delhi,Engineering,1.0,1164.0,31897238,1862,ISO9001,0,0.89,0,3614,10465,0,0.29,542421.0,54.99000000000001,-0.57,0.81,0,0,0.51,0,0.51
6230,2022-05-21,EXP_8821,Punjab,Auto Parts,0.0,3495.0,54525109,1435,ISO9001,0,0.61,0,18524,10674,1,0.71,394545.0,733.0,-0.99,-0.85,1,1,0.78,0,0.78
6231,2023-01-08,EXP_4183,Maharashtra,Chemicals,,,2728219,92,REACH,0,0.36,0,1698,4304,1,0.14,443293.0,4212.0,0.64,0.33,0,0,-0.98,0,-0.98
6232,2023-02-11,EXP_8022,Haryana,Auto Parts,,5640.0,45507663,1008,,0,0.56,0,6752,12923,0,0.74,443293.0,3694.0,0.0,-0.74,1,1,0.29,0,0.29
6233,2022-12-05,EXP_2541,Tamil Nadu,IT Software,0.0,7115.0,24255024,1218,GDPR,1,0.36,1,1306,4954,1,0.87,546437.0,1830.0,-0.34,-0.09,0,1,-0.24,0,-0.24
6234,2023-06-21,EXP_2159,Delhi,Chemicals,1.0,1801.0,60563912,1471,,0,0.75,1,6085,9599,1,0.25,162437.0,2270.0,-0.48,0.43,1,0,-0.38,0,-0.38
6235,2024-02-20,EXP_5923,Karnataka,Chemicals,1.0,,25546236,1664,,0,0.12,1,2821,4642,1,0.31,443293.0,2549.0,0.27,-0.91,0,0,0.3,0,0.3
6236,2023-02-17,EXP_1654,Rajasthan,Chemicals,0.0,8459.0,72372913,1543,ISO14001,1,0.9,0,13365,5409,0,0.35,443293.0,2575.0,0.16,-0.97,0,0,0.2,0,0.2
